LANGUAGE,ORIGINAL,ENGLISH,CZECH,GERMAN,RUSSIAN,POLISH,HUNGARIAN,ITALIAN,SPANISH,FRENCH,CHINESE,PORTUGUESE,JAPANESE,CHINESESIMP,
STR_EXPANSION_AMMOBOX_338_DESC,Box of .338 Lapua Magnum rounds.,Box of .338 Lapua Magnum rounds.,Box of .338 Lapua Magnum rounds.,Verpackte .338 Lapua Magnum Munition. Brauchbar für ausgewählte Gewehre.,Коробка патронов .338 Lapua Magnum.,Box of .338 Lapua Magnum rounds.,Box of .338 Lapua Magnum rounds.,Scatola di proiettili .338 Lapua Magnum,Caja de .338 Balas Lapua Magnum,Boîte de .338 Lapua Magnum.,0.338 Lapua Magnum 子彈盒。,Box of .338 Lapua Magnum rounds.,Box of .338 Lapua Magnum rounds.,0.338 Lapua Magnum 子弹盒。,
STR_EXPANSION_AMMO_338,.338 Lapua Magnum Rounds,.338 Lapua Magnum Rounds,.338 Lapua Magnum Rounds,.338 Lapua Magnum Munition,Патроны .338 Lapua Magnum,.338 Lapua Magnum Rounds,.338 Lapua Magnum Rounds,Proiettili .338 Lapua Magnum,Balas .338 Lapua Magnum,Balles .338 Lapua Magnum,.338 Lapua Magnum 彈,.338 Lapua Magnum Rounds,.338 Lapua Magnum Rounds,.338 Lapua Magnum 弹,
STR_EXPANSION_AMMO_338_DESC,.338 Lapua Magnum intermediate cartridge. Used in select rifles.,.338 Lapua Magnum intermediate cartridge. Used in select rifles.,.338 Lapua Magnum intermediate cartridge. Used in select rifles.,.338 Lapua Magnum Munition. Brauchbar für ausgewählte Gewehre.,Промежуточный патрон .338 Lapua Magnum. Используется в отдельных винтовках.,.338 Lapua Magnum intermediate cartridge. Used in select rifles.,.338 Lapua Magnum intermediate cartridge. Used in select rifles.,Proiettili .338 Lapua Magnum. Usate in determinati fucili.,Cartucho intermedio .338 usado en cierta selección de rifles,Cartouche intermédiaire .338 Lapua Magnum. Utilisé dans certains fusils.,.338 Lapua Magnum 中間彈藥筒。 用於精選步槍。,.338 Lapua Magnum intermediate cartridge. Used in select rifles.,.338 Lapua Magnum intermediate cartridge. Used in select rifles.,.338 Lapua Magnum 中间弹药筒。用于精选步枪。,
STR_EXPANSION_KAR98,Karabiner 98K,Karabiner 98K,Karabiner 98K,Karabiner 98K,Karabiner 98K,Karabiner 98K,Karabiner 98K,Karabiner 98K,Karabiner 98K,Karabiner 98K,Karabiner 98K,Karabiner 98K,Karabiner 98K,Karabiner 98K,
STR_EXPANSION_KAR98_DESC,"The Karabiner 98K was the standard issue rifle of the German Wehrmacht during the Second World War. In more recent years, the rifle has become a coveted item among collectors, yet is surprisingly easy to find across Eastern Europe and the former territories of the Soviet Union... Chambered in 7.92x57 Mauser.","The Karabiner 98K was the standard issue rifle of the German Wehrmacht during the Second World War. In more recent years, the rifle has become a coveted item among collectors, yet is surprisingly easy to find across Eastern Europe and the former territories of the Soviet Union... Chambered in 7.92x57 Mauser.","The Karabiner 98K was the standard issue rifle of the German Wehrmacht during the Second World War. In more recent years, the rifle has become a coveted item among collectors, yet is surprisingly easy to find across Eastern Europe and the former territories of the Soviet Union... Chambered in 7.92x57 Mauser.","The Karabiner 98K was the standard issue rifle of the German Wehrmacht during the Second World War. In more recent years, the rifle has become a coveted item among collectors, yet is surprisingly easy to find across Eastern Europe and the former territories of the Soviet Union... Chambered in 7.92x57 Mauser.","Karabiner 98K был стандартной винтовкой выпуска немецкого вермахта во время Второй мировой войны. В последние годы винтовка стала желанным предметом среди коллекционеров, но ее удивительно легко найти в Восточной Европе и на бывших территориях Советского Союза ... Под калибр 7,92х57.","The Karabiner 98K was the standard issue rifle of the German Wehrmacht during the Second World War. In more recent years, the rifle has become a coveted item among collectors, yet is surprisingly easy to find across Eastern Europe and the former territories of the Soviet Union... Chambered in 7.92x57 Mauser.","The Karabiner 98K was the standard issue rifle of the German Wehrmacht during the Second World War. In more recent years, the rifle has become a coveted item among collectors, yet is surprisingly easy to find across Eastern Europe and the former territories of the Soviet Union... Chambered in 7.92x57 Mauser.","Il Karabiner 98K fu il fucile standard delle Wehrmacht durante la Seconda Guerra Mondiale. Più recentemente è diventato l'oggetto del desiderio dei collezionisti, anche se facilmente ritrovabile nell' Europa Orientale e i territori dell' Ex Unione Sovietica. Utilizza colpi 7.92x57 Mauser","El Karabiner 98K fue el rifle estándar de la Wehrmacht alemana durante la Segunda Guerra Mundial. En años más recientes, el rifle se ha convertido en un artículo codiciado entre los coleccionistas, pero es sorprendentemente fácil de encontrar en Europa del Este y los antiguos territorios de la Unión Soviética ... Armado en 7.92x57 Mauser.","Le Karabiner 98K était le fusil standard de la Wehrmacht allemande pendant la Seconde Guerre mondiale. Ces dernières années, le fusil est devenu un objet convoité par les collectionneurs, mais il est étonnamment facile à trouver à travers l'Europe de l'Est et les anciens territoires de l'Union soviétique ... Chambré en 7,92x57 Mauser.",Karabiner 98K是第二次世界大戰期間德國國防軍的標準步槍。近年來，步槍已成為收藏家夢co以求的物品，但在東歐和前蘇聯領土上卻很容易找到……步槍裝在7.92x57毛瑟。,"The Karabiner 98K was the standard issue rifle of the German Wehrmacht during the Second World War. In more recent years, the rifle has become a coveted item among collectors, yet is surprisingly easy to find across Eastern Europe and the former territories of the Soviet Union... Chambered in 7.92x57 Mauser.","The Karabiner 98K was the standard issue rifle of the German Wehrmacht during the Second World War. In more recent years, the rifle has become a coveted item among collectors, yet is surprisingly easy to find across Eastern Europe and the former territories of the Soviet Union... Chambered in 7.92x57 Mauser.",Karabiner 98K是第二次世界大战期间德国国防军的标准步枪。近年来，步枪已成为收藏家梦co以求的物品，但在东欧和前苏联领土上却很容易找到……步枪装在7.92x57毛瑟。,
STR_EXPANSION_KAR98_BAYONET,Karabiner98K Bayonet,Karabiner98K Bayonet,Karabiner98K Bayonet,Karabiner98K Bayonet,Karabiner98K Штык,Karabiner98K Bayonet,Karabiner98K Bayonet,Baionetta Karabiner98K,Bayoneta para Karabiner98K,Baïonnette Karabiner98K,Karabiner98K Bayonet,Karabiner98K Bayonet,Karabiner98K Bayonet,Karabiner98K Bayonet,
STR_EXPANSION_KAR98_BAYONET_DESC,A bayonet that can be used as a melee weapon or affixed to the Karabiner 98K.,A bayonet that can be used as a melee weapon or affixed to the Karabiner 98K.,A bayonet that can be used as a melee weapon or affixed to the Karabiner 98K.,"Ein Bayonett kann entweder als Nahkampfwaffe benutzt werden, oder an das Karabiner 98K montiert werden.","Штык, который можно использовать как оружие ближнего боя или прикрепить к Karabiner 98K.",A bayonet that can be used as a melee weapon or affixed to the Karabiner 98K.,A bayonet that can be used as a melee weapon or affixed to the Karabiner 98K.,Una baionetta da usare come arma bianca a sé o da attaccare ad un Karabiner 98K,Una bayoneta que puede usarse como arma cuerpo a cuerpo o colocarse en el rifle Karabiner98K,Une baïonnette qui peut être utilisée comme arme de mêlée ou fixée sur le Karabiner 98K.,可以用作近戰武器或固定在Karabiner 98K上的刺刀。,A bayonet that can be used as a melee weapon or affixed to the Karabiner 98K.,A bayonet that can be used as a melee weapon or affixed to the Karabiner 98K.,可以用作近战武器或固定在Karabiner 98K上的刺刀。,
STR_EXPANSION_KAR98_AMMOBOX,"Boxed 7.92x57mm, 15 Rounds","Boxed 7.92x57mm, 15 Rounds","Boxed 7.92x57mm, 15 Rounds",Munitionskiste 7.92x57,"Коробка 7.92x57mm, 15 пат.","Boxed 7.92x57mm, 15 Rounds","Boxed 7.92x57mm, 15 Rounds",Scatola di 15 colpi 7.92x57mm,Caja de 15 balas 7.92x57mm.,"Balles de 7.92x57mm Mauser en boîte, 15 cartouches",盒裝7.92x57mm，15發,"Boxed 7.92x57mm, 15 Rounds","Boxed 7.92x57mm, 15 Rounds",盒装7.92x57mm，15发,
STR_EXPANSION_KAR98_AMMOBOX_DESC,"7.92×57mm surplus Ammunition, 15 Rounds","7.92×57mm surplus Ammunition, 15 Rounds","7.92×57mm surplus Ammunition, 15 Rounds",15 Schuss 7.92×57mm,"Боеприпасы 7,92×57 мм, 15 патронов","7.92×57mm surplus Ammunition, 15 Rounds","7.92×57mm surplus Ammunition, 15 Rounds",Munizioni Mauser 7.92×57mm,Caja de 15 balas 7.92x57mm.,"Boîte de 7,92 × 57 mm, 15 cartouches",7.92×57mm剩餘彈藥，15發,"7.92×57mm surplus Ammunition, 15 Rounds","7.92×57mm surplus Ammunition, 15 Rounds",7.92×57mm剩余弹药，15发,
STR_EXPANSION_KAR98_AMMO,7.92x57mm Mauser Rounds,7.92x57mm Mauser Rounds,7.92x57mm Mauser Rounds,7.92x57mm Patronen,"7,92x57 мм патроны для ""Маузер""",7.92x57mm Mauser Rounds,7.92x57mm Mauser Rounds,Munizioni Mauser 7.92×57mm,Balas 7.92x57mm Mauser,Balles 7.92x57mm Mauser,7.92x57毫米毛瑟彈,7.92x57mm Mauser Rounds,7.92x57mm Mauser Rounds,7.92x57毫米毛瑟弹,
STR_EXPANSION_KAR98_AMMO_DESC,7.92x57mm Mauser cartridge. Used in select rifles.,7.92x57mm Mauser cartridge. Used in select rifles.,7.92x57mm Mauser cartridge. Used in select rifles.,7.92x57mm Patronen werden in vielen Gewehren verwendet.,"Патрон 7,92х57 мм ""Маузер"". Используется в отдельных винтовках.",7.92x57mm Mauser cartridge. Used in select rifles.,7.92x57mm Mauser cartridge. Used in select rifles.,7.92x57mm Mauser cartridge. Used in select rifles.,Cartucho 7.92x57mm Mauser. Utilizado en rifles selectos.,"Cartouche Mauser 7,92x57 mm. Utilisé dans certains fusils.",7.92x57mm毛瑟彈藥筒，用於某些步槍。,7.92x57mm Mauser cartridge. Used in select rifles.,7.92x57mm Mauser cartridge. Used in select rifles.,7.92x57mm毛瑟弹药筒，用于某些步枪。,
STR_EXPANSION_M14,M14 Springfield,M14 Springfield,M14 Springfield,M14 Springfield,M14 Springfield,M14 Springfield,M14 Springfield,M14 Springfield,M14 Springfield,M14 Springfield,M14 Springfield,M14 Springfield,M14 Springfield,M14 Springfield,
STR_EXPANSION_M14_DESC,The M14 is an American select-fire rifle that fires .308 ammunition. It became the standard-issued rifle for the U.S. military in 1959 replacing the M1 Garand rifle in the U.S. Army by 1961,The M14 is an American select-fire rifle that fires .308 ammunition. It became the standard-issued rifle for the U.S. military in 1959 replacing the M1 Garand rifle in the U.S. Army by 1961,The M14 is an American select-fire rifle that fires .308 ammunition. It became the standard-issued rifle for the U.S. military in 1959 replacing the M1 Garand rifle in the U.S. Army by 1961,The M14 is an American select-fire rifle that fires .308 ammunition. It became the standard-issued rifle for the U.S. military in 1959 replacing the M1 Garand rifle in the U.S. Army by 1961,"M14 - американская отборная винтовка, которая стреляет .308 боеприпасами. В 1959 году она стала стандартной винтовкой для вооруженных сил США, заменив винтовку M1 Garand в армии США к 1961 году.",The M14 is an American select-fire rifle that fires .308 ammunition. It became the standard-issued rifle for the U.S. military in 1959 replacing the M1 Garand rifle in the U.S. Army by 1961,The M14 is an American select-fire rifle that fires .308 ammunition. It became the standard-issued rifle for the U.S. military in 1959 replacing the M1 Garand rifle in the U.S. Army by 1961,"L' M14 è un fucile Americano con selettore di fuoco, che utilizza colpi .308. Diventò l'arma standard per l'Esercito Americano nel 1959 rimpiazzando l' M1 Garand",El M14 es un rifle estadounidense de fuego selecto que dispara municiones .308 Winchester. Se convirtió en el rifle estándar para el ejército de los EE. UU en 1959 reemplazando al rifle M1 Garand en 1961.,"Le M14 est un fusil à tir sélectif américain qui tire des munitions .308. Il est devenu le fusil standard pour l'armée américaine en 1959, remplaçant le fusil M1 Garand dans l'armée américaine en 1961.",M14是可發射.308彈藥的美國特選步槍，1959年，它成為美國軍方標準發行的步槍，到1961年取代了美國陸軍的M1 Garand步槍。,The M14 is an American select-fire rifle that fires .308 ammunition. It became the standard-issued rifle for the U.S. military in 1959 replacing the M1 Garand rifle in the U.S. Army by 1961,The M14 is an American select-fire rifle that fires .308 ammunition. It became the standard-issued rifle for the U.S. military in 1959 replacing the M1 Garand rifle in the U.S. Army by 1961,M14是可发射.308弹药的美国特选步枪，1959年，它成为美国军方标准发行的步枪，到1961年取代了美国陆军的M1 Garand步枪。,
STR_EXPANSION_M9,M9,M9,M9,M9,M9,M9,M9,M9,M9,M9,M9,M9,M9,M9,
STR_EXPANSION_M9_DESC,"The Beretta M9 is the United States designation for the Beretta 92F. The M9 was adopted by the US Military as their service pistol in 1985, replacing the M1911, and is still in use today.","The Beretta M9 is the United States designation for the Beretta 92F. The M9 was adopted by the US Military as their service pistol in 1985, replacing the M1911, and is still in use today.","Beretta M9 je označení Spojených států amerických pro Beretta 92F. M9 byl přijat americkou armádou jako jejich servisní pistole v roce 1985, nahrazovat M1911, a je ještě v použití dnes.","Die Beretta M9 ist die Bezeichnung der Beretta 92F in den USA. Die M9 wurde von dem US Militär übernommen als Die M1911 im Jahr 1985 ersetzt wurde, und wird bis heute verwendet.","Беретта M9 является американским обозначением Беретты 92F. M9 был принят на вооружение ВС США в 1985 году как служебный пистолет, заменивший М1911. Используется по сей день.","Beretta M9 jest Amerykańską nazwą Beretta 92F. M9 została przyjęta przez wojsko Amerykańskie jako ich pistolet słuźbowy w roku 1985, zastępując M1911, oraz jest dalej używany w dniu dzisiejszym.","A Beretta M9, azaz a korábbi változatát a 92FS-t 1985-ben vezették be az amerikai egységeknél, leváltva az akkor már 74 éve szolgálatban lévő Browning M1911-est.Bár a katonák nem szerették volna leváltani a jól bevált 1911-eseket, a Védelmi Minisztérium a magas gyártási és javitási költségekre hivatkozva pályázatott hirdetett, hogy egy olcsóbb, de ugyancsak megbízható fegyvert keresnek.","La Beretta M9, è il nome con cui viene chiamata la versione Americana della Beretta 92F. L'M9 fu adottata dall' Esercito Statunitense come pistola di servizio nel 1985, rimpiazzando l' M1911, ed è in uso ancora oggi.","El Beretta M9 es la designación de los Estados Unidos para el Beretta 92F. El M9 fue adoptado por el Ejército de los EE. UU. Como su pistola de servicio en 1985, reemplazando al M1911, y todavía está en uso hoy en día.","Le Beretta M9 est la désignation des États-Unis pour le Beretta 92F. Le M9 a été adopté par l'armée américaine comme leur arme de service en 1985, remplaçant le M1911, et est toujours utilisé aujourd'hui.",Beretta M9 是美國對92F型手槍的正式命名，它是美國的現役制式手槍，於1985年替代美軍M1911,"O Beretta M9 é a designação dos Estados Unidos para o Beretta 92F. O M9 foi adotado pelas Forças Armadas dos EUA como pistola de serviço em 1985, substituindo o M1911, e ainda está em uso hoje.",Berretta M9 は Beretta 92F を元にアメリカ向けに開発されたハンドガンです。M9 はアメリカ軍が1985年頃より M1911 の代用として正式採用され始め、今日も使用されています。,Beretta M9 是美国对92F型手枪的正式命名，它是美国的现役制式手枪，于1985年替代美军M1911,
STR_EXPANSION_M9_MAG,15Rnd M9 Magazine,15Rnd M9 Magazine,15rd M9 Mag,M9 Magazin,Магазин M9 на 15 пат.,15Nb Magazynek M9,15Rnd M9 Magazine,Caricatore M9 da 15 Colpi,Cargador de M9 de 15 ballas,Chargeur de M9 15 Balles,15發 M9彈夾,15Rnd M9 Carregador,M9 用 15連マガジン,15发 M9弹夹,
STR_EXPANSION_M9_MAG_DESC,15 Round magazine for the M9 pistol,15 Round magazine for the M9 pistol,15rd zásobník pro M9,15 Schuss-Magazin für die M9 Pistole.,15-ти патронный магазин для M9,15 Nabojowy Magazynek do pistoletu M9,15 Round magazine for the M9 pistol,Caricatore M9 che può contenere fino a 15 proiettili,Cargador de 15 ballas para la pistola M9,Chargeur de 15 balles pour le pistolet M9,M9手槍的15發彈夾,Um carregador de 15 munições para M9.,M9 ハンドガン専用の15連マガジンです,M9手枪的15发弹夹,
STR_EXPANSION_M27_LAW_WARHEAD,M72 LAW Warhead,M72 LAW Warhead,M72 LAW Hlavice,M72 LAW Sprengkopf,Снаряд M72 LAW,Głowica do M72 LAW,M72 LAW Warhead,Razzo per M72 LAW,M72 Law Warhead,Ogive de M72 LAW,M72 LAW 彈頭,M72 LAW Warhead,M72 LAW 弾頭,M72 LAW 弹头,
STR_EXPANSION_M27_LAW,M72 LAW,M72 LAW,M72 LAW,M72 LAW,M72 LAW,M72 LAW,M72 LAW,M72 LAW,M72 Law,M72 LAW,M72 LAW 彈頭,M72 LAW,M72 LAW,M72 LAW 弹头,
STR_EXPANSION_FLARE_DESC,"The Flare round is a type of ammunition, it is used via the Flaregun to create a light source. When fired from the flare gun it makes a very bright area when it's in the air, as well as when it lands. Can be used to call an Airdrop supply.","The Flare round is a type of ammunition, it is used via the Flaregun to create a light source. When fired from the flare gun it makes a very bright area when it's in the air, as well as when it lands. Can be used to call an Airdrop supply.","The Flare round is a type of ammunition, it is used via the Flaregun to create a light source. When fired from the flare gun it makes a very bright area when it's in the air, as well as when it lands. Can be used to call an Airdrop supply.","Die Signalmunition wird mit der Leuchtpistole verwendet um eine Lichtquelle zu erschaffen. Wenn sie abgefeuert wird erzeugt sie ein helles Licht, in der Luft so wie am Boden. Kann zum Ruf eines Airdrops verwendet werden.",Используется в сигнальном пистолете для создания источника света. Может быть использован для вызова сброса груза.,"Flara to typ pocisku używanego w pistoletach sygnałowych by stworzyć źródło światła. Kiedy wystrzelimy ją z pistoletu sygnałowego, rozświetli okolice będąc w powietrzu, jak i na ziemi, kiedy wyląduje. Może być użyta do przywołania zrzutu z zapasami. ","A jelzőfény töltet, fényjelző pisztolyba tölthető. Airdrop lehívására illetve pozíció megjelölésre alkalmas. Már messziről meglehet látni, főleg éjszaka.","I Flare sono dei proiettili che utilizzati con una Pistola Flare, permettono di creare una sorgente luminosa. Quando sparati (solitamente verso l'alto) creano un area molto luminosa, sia mentre cadono lentamente, che a terra. Possono essere usati per chiamare un Airdrop","La bengala es un tipo de munición, se usa a través de la pistola de bengalas para crear una fuente de luz. Cuando se dispara desde la pistola de bengalas, hace un área muy brillante cuando está en el aire, así como cuando aterriza. Se puede usar para llamar a un suministro de Airdrop.","La fusée éclairante est une munition utilisée par un pistolet de détresse pour créer une source de lumière. Quand elle est tirée depuis un pistoler de détresse, elle créer une zone très claire quand elle est en l'air, ainsi que quand elle attérit. Peut être utilisée pour appeller un largage aérien d'équipement.",這一種道路閃光照明彈，可以用於指示空投。,"A flare é um tipo de munição. É usada através do Sinalizador para criar uma fonte de luz. Quando disparado da pistola de sinalização, ele cria uma área muito brilhante quando está no ar e também quando aterrissa. Pode ser usado para ligar para um suprimento Airdrop.",Flare は照明弾で、専用の フレアガンを使用して、空から周囲に光を放ち、地面に落ちてもしばらく明かりを維持します。エアドロップを呼ぶために使用できる場合があります。,这一种道路闪光照明弹，可以用于指示空投。,
STR_EXPANSION_FLARE,Flare,Flare,Flare,Signalmunition,Сигнальная ракета,Flara,Jelzőfény,Flare,Bengala,Fusée éclairante,照明彈,Flare,フレア,照明弹,
STR_EXPANSION_FLARE_GUN_DESC,"This gun is used to fire flares to create a source of light. Once fired, a flare will hang in the air for a short time and light up the area around it in a red glow. Once it reaches the ground, it extinguishes and the light source goes out shortly after.","This gun is used to fire flares to create a source of light. Once fired, a flare will hang in the air for a short time and light up the area around it in a red glow. Once it reaches the ground, it extinguishes and the light source goes out shortly after.",Tato jednoduchá zbraň se používá ke střelbě světlic.,"Diese Waffe wird genutzt um Signalmunition abzufeuern, welche eine Lichtquelle erzeugt. Sobald gezündet, wird das Signal in der Luft für eine kurze Zeit stehen und den Bereich in rotem Licht beleuchten. Sobald sie wieder landet erlischt das Licht kurz danach.","Используется для стрельбы осветительными снарядами для создания источника освещения. После выстрела ракета будет освещать местность вокруг красным светом. После падения на землю, ракета гаснет.","Ten pistolet jest używany do wystrzeliwania flar aby stworzyć źródło światła. Gdy wystrzelona, flara utrzyma się w powietrzu przez krótką chwilę i oświetli obszar czerwonym blaskiem. Gdy dotrze do ziemi, wygasi się, a światło również zgaśnię niedługo po tym.","Ezt a fegyvert arra használják, hogy fényforrást löveljenek ki nagy magasságba. Tüzelés után egy fénycsóva rövid ideig lóg a levegőben, és piros fényben megvilágítja a területet. Amint eléri a talajt, a fényforrás nem sokkal később kialszik.","Questa pistola è utilizzata per lanciare Flares come sorgenti luminose. Una volta sparato, un flare cadrà lentamente a terra ed illuminerà l'aera di luce rossa. Una volta a terra si spegne e la luce scompare poco dopo.","Esta arma se usa para disparar bengalas y crear una fuente de luz. Una vez disparada, una bengala va a sostenerse en el aire por un corto periodo de tiempo iluminando el área que la rodea. Cuando llega al piso, la bengala se extingue y la fuente de luz desaparece poco después.","Ce pistolet est utilisé pour tirer des fusées éclairantes pour créer une source de lumière. Une fois tirée, une fusée éclairante reste en l'air pendant un court instant et éclaire la zone autour avec une lueur rouge. Une fois qu'elle atteint le sol, elle s'éteint et la source de lumière se termine peu après.",這把槍通過發射照明彈來製造光源，發射的照明彈會在空中呈現拋弧線，最後落地照亮附近的區域。一段時間後他會熄滅,"Esta arma é usada para disparar flares para criar uma fonte de luz. Uma vez disparado, um reflexo fica suspenso no ar por um curto período de tempo e ilumina a área ao redor em um brilho vermelho. Quando chega ao solo, apaga-se e a fonte de luz apaga-se pouco depois.",Flare ガンは光源を必要とする時に使用されます。空へ向かって撃つと、着地するまでの間上空から光を周囲に照らします。地面に着弾と共に徐々に消滅します。,这把枪通过发射照明弹来制造光源，发射的照明弹会在空中呈现抛弧线，最后落地照亮附近的区域。一段时间后他会熄灭,
STR_EXPANSION_FLARE_GUN,Flaregun,Flaregun,Světlice,Leuchtpistole,Сигнальный пистолет,Pistolet Sygnałowy,Jelzőpisztoly,Pistola Flare,Pistola de bengala,Pistolet de détresse,照明槍,Sinalizador,フレアガン,照明枪,
STR_EXPANSION_TASER,Taser X2 Defender,Taser X2 Defender,Taser X2 Defender,Taser X2,Taser X2 Defender,Taser X2 Defender,Taser X2 Defender,Taser X2 Defender,Taser X2 Defender,Taser X2 Defender,Taser X2 Defender,Taser X2 Defender,Taser X2 Defender,Taser X2 Defender,
STR_EXPANSION_TASER_DESC,"The X2 Defender is a projectile weapon that works by firing two electrically charged probes that pierce through the clothes of a target, creating neuromuscular incapacitation (NMI) of the body.","The X2 Defender is a projectile weapon that works by firing two electrically charged probes that pierce through the clothes of a target, creating neuromuscular incapacitation (NMI) of the body.","The X2 Defender is a projectile weapon that works by firing two electrically charged probes that pierce through the clothes of a target, creating neuromuscular incapacitation (NMI) of the body.","The X2 Defender is a projectile weapon that works by firing two electrically charged probes that pierce through the clothes of a target, creating neuromuscular incapacitation (NMI) of the body.","The X2 Defender - это снарядное оружие, которое работает, стреляя двумя электрически заряженными датчиками, которые проникают сквозь одежду цели, создавая нервно-мышечную неспособность (NMI) тела.","The X2 Defender is a projectile weapon that works by firing two electrically charged probes that pierce through the clothes of a target, creating neuromuscular incapacitation (NMI) of the body.","The X2 Defender is a projectile weapon that works by firing two electrically charged probes that pierce through the clothes of a target, creating neuromuscular incapacitation (NMI) of the body.","Il Taser X2 Defender è un arma che funziona lanciando due sonde elettricamente cariche attraverso i vestiti di una persona, creando incapacitazione neuromuscolare.","El X2 Defender es un arma que funciona disparando un proyectil con dos sondas cargadas eléctricamente que perforan la ropa de un objetivo, creando una incapacitación neuromuscular (NMI) del cuerpo.","Le X2 Defender est une arme à projectile qui fonctionne en tirant deux sondes chargées électriquement qui transpercent les vêtements d'une cible, créant une incapacité neuromusculaire (NMI) du corps.",X2防御者是一種射彈武器，通過發射兩個帶電的探針刺穿目標的衣服，從而對人體造成神經肌肉失能（NMI）來起作用。,"The X2 Defender is a projectile weapon that works by firing two electrically charged probes that pierce through the clothes of a target, creating neuromuscular incapacitation (NMI) of the body.","The X2 Defender is a projectile weapon that works by firing two electrically charged probes that pierce through the clothes of a target, creating neuromuscular incapacitation (NMI) of the body.",X2防御者是一种射弹武器，通过发射两个带电的探针刺穿目标的衣服，从而对人体造成神经肌肉失能（NMI）来起作用。,
STR_EXPANSION_TASER_MAG,X2 Twin Taser Cartridge,X2 Twin Taser Cartridge,X2 Twin Taser Cartridge,X2 Twin Taser Cartridge,X2 Twin Taser Картридж,X2 Twin Taser Cartridge,X2 Twin Taser Cartridge,Cartuccia X2 Twin Taser,Cartucho X2 Twin Taser,Cartouche X2 Double Taser,X2 Twin Taser Cartridge,X2 Twin Taser Cartridge,X2 Twin Taser Cartridge,X2 Twin Taser Cartridge,
STR_EXPANSION_TASER_MAG_DESC,Cartridge for the X2 Taser with two projectile charges,Cartridge for the X2 Taser with two projectile charges,Cartridge for the X2 Taser with two projectile charges,Ein Magazin für den X2 Taser. Verfügt über zwei Ladungen.,Патрон для Тазера X2 с двумя зарядами.,Cartridge for the X2 Taser with two projectile charges,Cartridge for the X2 Taser with two projectile charges,Cartuccia per l'X2 con due proiettili,Cartucho para la X2 Taser con capacidad para 2 proyectiles.,Cartouche pour le X2 Taser avec deux charges de projectile,X2 Taser 的彈藥筒，帶有兩個彈藥。,Cartridge for the X2 Taser with two projectile charges,Cartridge for the X2 Taser with two projectile charges,X2 Taser 的弹药筒，带有两个弹药。,
STR_EXPANSION_VITYAZ,Vityaz-SN PP19-01,Vityaz-SN PP19-01,Vityaz-SN PP19-01,Vityaz-SN PP19-01,Витязь-СН ПП19-01,Vityaz-SN PP19-01,Vityaz-SN PP19-01,Vityaz-SN PP19-01,Vityaz-SN PP19-01,Vityaz-SN PP19-01,Vityaz-SN PP19-01,Vityaz-SN PP19-01,Vityaz-SN PP19-01,Vityaz-SN PP19-01,
