"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"STR_EXPANSION_SETTINGS_NOTIFICATIONS_DISPLAY","DISPLAY NOTIFICATIONS","DISPLAY NOTIFICATIONS","ZOBRAZIT OZNÁMENÍ","BENACHRICHTIGUNGEN","ТЕКСТОВЫЕ УВЕДОМЛЕНИЯ","POWIADOMIENIA NA WYŚWIETLACZU","DISPLAY NOTIFICATIONS","MOSTRA NOTIFICHE","Mostrar Notificaciones","AFFICHAGE DES NOTIFICATIONS","顯示通知","DISPLAY NOTIFICATIONS","MOSTRAR NOTIFICAÇÕES","显示提醒",
"STR_EXPANSION_SETTINGS_NOTIFICATIONS_DISPLAY_DESC","Toggle all notifications.","Toggle all notifications.","Zobrazit všechny oznámení.","Alle Benachrichtigungen umschalten.","Вкл/Выкл текстовые уведомления.","Przełącz wszystkie powiadomienia.","Toggle all notifications.","Abilita / Disabilita tutte le notifiche","Toggle all notifications.","Bascule l'affichage des notifications.","切換所有通知。","Toggle all notifications.","Ativa todas as notificações.","显示所有提醒",
"STR_EXPANSION_SETTINGS_NOTIFICATIONS_JOIN","SHOW PLAYERS JOINING","SHOW PLAYERS JOINING","ZOBRAZIT PŘIPOJUJÍCÍ SE HRÁČE","ZEIGE BEITRETENDE SPIELER","ВХОД ИГРОКОВ","POKAŻ DOŁĄCZAJĄCYCH GRACZY","SHOW PLAYERS JOINING","MOSTRA GIOCATORI ENTRANTI","MOSTRAR JUGADORES UNIÉNDOSE","AFFICHER LES JOUEURS QUI REJOIGNENT LE SERVEUR","顯示玩家加入","プレーヤー参加時に表示","MOSTRAR JOGADORES ENTRANDO","显示玩家加入",
"STR_EXPANSION_SETTINGS_NOTIFICATIONS_JOIN_DESC","Toggle the view of all player join notifications.","Toggle the view of all player join notifications.","Přepnout všechny oznámení o připojujících se hráčích.","Schalte die Anzeige für Beitrittsbenachrichtigung um.","Вкл/Выкл уведомления о входе игроков на сервер.","Włącz powiadomienia gdy gracz dołączy na serwer","Toggle the view of all player join notifications.","Abilita / Disabilita la visione per tutte le notifiche di entrata dei giocatori","Activar las notificaciones de todos los jugadores que se unen","Bascule l'affichage des notifications de tous les joueurs qui rejoignent le serveur.","切換所有玩家加入通知的顯示。","プレーヤーが参加した時に通知を表示・非表示","Altera a visualização de notificação de todos os jogadores entrando","切换来显示所有玩家的加入信息",
"STR_EXPANSION_SETTINGS_NOTIFICATIONS_LEAVE","SHOW PLAYERS LEAVING","SHOW PLAYERS LEAVING","ZOBRAZIT ODCHÁZEJÍCÍ HRÁČE","ZEIGE VERLASSENDE SPIELER","ВЫХОД ИГРОКОВ","POKAŻ WYCHODZĄCYCH GRACZY","SHOW PLAYERS LEAVING","MOSTRA GIOCATORI USCENTI","MOSTRAR JUGADORES SALIENDO","AFFICHER LES JOUEURS QUI QUITTENT LE SERVEUR","顯示玩家離開","プレーヤー退出時に表示","MOSTRAR JOGADORES SAINDO","显示玩家离开",
"STR_EXPANSION_SETTINGS_NOTIFICATIONS_LEAVE_DESC","Toggle the view of all player leave notifications.","Toggle the view of all player leave notifications.","Přepnout všechny oznámení o odpojujících se hráčích.","Schalte die Anzeige für Verlassensbenachrichtigung um.","Вкл/Выкл уведомления о выходе игроков из сервера.","Włącz powiadomienia gdy gracz wyjdzie z serwera","Toggle the view of all player leave notifications.","Abilita / Disabilita la visione per tutte le notifiche di uscita dei giocatori","Activar las notificaciones de todos los jugadores que se salen","Bascule l'affichage des notifications de tous les joueurs qui quittent le serveur.","切換所有玩家離開通知的顯示。","プレーヤーが退出した時に通知を表示・非表示","Altera a visualização de notificação de todos os jogadores saindo","切换来显示所有玩家的离开信息",
"STR_EXPANSION_SETTINGS_NOTIFICATIONS_SOUND","NOTIFICATION SOUND","NOTIFICATION SOUND","ZVUK OZNÁMENÍ","BENACHRICHTIGUNGSTON","ЗВУКОВЫЕ УВЕДОМЛЕНИЯ","DŹWIĘKI POWIADOMIEŃ","NOTIFICATION SOUND","SUONO DI NOTIFICA","NOTIFICACIÓN CON SONIDO","SON DES NOTIFICATIONS","通知聲音","通知音","SOM DE NOTIFICAÇÃO","通知声音",
"STR_EXPANSION_SETTINGS_NOTIFICATIONS_SOUND_DESC","Toggle sounds for all notification messages.","Toggle sounds for all notification messages.","Přepnout zvuky pro všechny oznámení.","Schalte den Ton für alle Benachrichtigungs Nachrichten um.","Вкл/Выкл звуки всех уведомлений.","Włącz dźwięki wszystkich powiadomień","Toggle sounds for all notification messages.","Abilita / Disabilita i suoni per tutte le notifiche","Activar sonido para todas las notificaciones","Bascule le son pour toutes les notifications.","切換所有通知消息的聲音。","通知音を有効・無効にすることができます","Altera o som para todas as mensagens de notificação.","为所有的提示通知设置声音",
"STR_EXPANSION_SETTINGS_NOTIFICATIONS_SOUND_LEAVE_JOIN","SOUND LEAVE/JOIN","SOUND LEAVE/JOIN","ZVUK OZNÁMENÍ PRO LEAVE A JOIN","TON BEI VERLASSEN/BEITRITT","ЗВУК ПРИ ВХОДЕ/ВЫХОДЕ","POWIADOMIENIE DŹWIĘKOWE OPUSZCZENIE/DOŁĄCZENIE","NOTIFICATION SOUND LEAVE/JOIN","SUONO DI NOTIFICA ENTRATA / USCITA","NOTIFICATION SOUND LEAVE/JOIN","SON DES NOTIFICATIONS CONNEXION/DECONNEXION","離開/加入通知聲音","NOTIFICATION SOUND LEAVE/JOIN","SOM DE NOTIFICAÇÃO (SAIR/ENTRAR)","加入/离开的提示音",
"STR_EXPANSION_SETTINGS_NOTIFICATIONS_SOUND_LEAVE_JOIN_DESC","Toggle sounds for leave/join notification messages.","Toggle sounds for leave/join notification messages.","Přepne zvuk oznámení pro leave či join.","Töne für Benachrichtigungen bei Verlassen/Beitreten umschalten.","Вкл/Выкл звуки для уведомлений при входе/выходе игрока на/с сервер(а).","Przełącz dźwięki powiadomień o opuszczeniu / dołączeniu.","Toggle sounds for leave/join notification messages.","Abilita / Disabilita i suoni per tutte le notifiche di entrata ed uscita","Activar los sonidos para unirse o salir en las notificaciones.","Bascule le son pour les notifications de Connexion/Déconnexion","切換離開/加入通知消息的聲音。","Toggle sounds for leave/join notification messages.","Ativa o som das notificações de saída e entrada de jogadores.","是否打开加入/离开的提示音.",
"STR_EXPANSION_SETTINGS_PARTY_MEMBER_MARKER_DISTANCE","DISTANCE ON GROUP MARKERS","DISTANCE ON GROUP MARKERS","VZDÁLENOST NA ZNAČKÁCH SKUPINY","ZEIGE SPIELERMARKER-DISTANZ","РАССТОЯНИЕ ПО МЕТКАМ","DISTANCE ON PARTY MARKERS","DISTANCE ON PARTY MARKERS","DISTANZA MARCATORI GRUPPO","DISTANCIA EN MARCADORES DE GRUPO","DISTANCE SUR LES MARQUEURS DE GROUPE","隊員標記距離","DISTANCE ON PARTY MARKERS","DISTANCE ON PARTY MARKERS","派对标志的距离",
"STR_EXPANSION_SETTINGS_PARTY_MEMBER_MARKER_DISTANCE_DESC","Toggle the display of group members distance from your character on their head icon.","Toggle the display of group members distance from your character on their head icon.","Přepnout zobrazení vzdálenosti členů skupiny od tvé postavy na jejich hlavové ikoně.","Schaltet die Anzeige der Entfernung der Gruppenmitglieder zu deinem Charakter auf dem Kopfsymbol um.","Вкл/Выкл отображение расстояния членов группы от вашего персонажа на значке головы.","Toggle the display of party members distance from your character on there head icon.","Toggle the display of party members distance from your character on there head icon.","Permette la visualizzazione della tua distanza dai membri del gruppo","Alterna la visualización de la distancia de los miembros del grupo a tu personaje en su ícono.","Basculez l'affichage de la distance des membres du groupe par rapport à votre personnage sur l'icône de la tête.","在其頭像上切換顯示隊員與您的角色的距離。","Toggle the display of party members distance from your character on there head icon.","Toggle the display of party members distance from your character on there head icon.","在头部图标上切换聚会成员与您角色的距离显示。",
"STR_EXPANSION_SETTINGS_PARTY_MEMBER_MARKER_NAME","NAMES ON GROUP MARKERS","NAMES ON GROUP MARKERS","JMÉNA NA ZNAČKÁCH SKUPINY","ZEIGE SPIELERMARKER-NAMEN","ИМЕНА В ГРУППОВЫХ МЕТКАХ","NAMES ON PARTY MARKERS","NAMES ON PARTY MARKERS","NOMI SUI MARCATORI DI GRUPPO","NOMBRES EN MARCADORES DE GRUPO","NOMS SUR LES MARQUEURS DE GROUPE","隊員標記名稱","NAMES ON PARTY MARKERS","NAMES ON PARTY MARKERS","派对标记上的名称",
"STR_EXPANSION_SETTINGS_PARTY_MEMBER_MARKER_NAME_DESC","Toggle the display of group members names on their head icon.","Toggle the display of group members names on their head icon.","Přepnout zobrazení jmen členů skupiny na jejich hlavové ikoně.","Schaltet die Anzeige der Namen der Gruppenmitglieder auf dem Kopfsymbol um.","Вкл/Выкл отображение имен членов группы на значке головы.","Toggle the display of party members names on there head icon.","Toggle the display of party members names on there head icon.","Attiva o disattiva la visualizzazione di nomi dei membri del gruppo sulla loro icona","Alterna la visualización de los nombres de los miembros del grupo en su icono.","Basculez l'affichage des noms des membres du groupe sur leur icône de tête.","在其頭像上切換顯示隊員的名稱。","Toggle the display of party members names on there head icon.","Toggle the display of party members names on there head icon.","在该标题图标上切换聚会成员姓名的显示。",
"STR_EXPANSION_SETTINGS_PARTY_QUICK_MARKER_DISTANCE","DISTANCE ON QUICK MARKERS","DISTANCE ON QUICK MARKERS","VZDÁLENOST NA RYCHLÝCH ZNAČKÁCH SKUPINY","ZEIGE SCHNELLMARKER-DISTANZ","РАССТОЯНИЕ НА БЫСТРЫХ МЕТКАХ","DISTANCE ON QUICK MARKERS","DISTANCE ON QUICK MARKERS","DISTANZA SUI MARCATORI RAPIDI","DISTANCIA EN MARCADORES RAPIDOS","DISTANCE SUR LES MARQUEURS RAPIDES","快速標記距離","DISTANCE ON QUICK MARKERS","DISTANCE ON QUICK MARKERS","快速标记的距离",
"STR_EXPANSION_SETTINGS_PARTY_QUICK_MARKER_DISTANCE_DESC","Toggle the display of quick markers distance from your character.","Toggle the display of quick markers distance from your character.","Přepnout zobrazení vzdálenosti členů skupiny od tvé postavy na jejich rychlé značce.","Schaltet die Anzeige der Entfernung der Schnellmarker zu deinem Charakter an.","Вкл/Выкл отображение расстояния членов группы от вашего персонажа на быстром метке.","Toggle the display of party members distance from your character on there quick marker.","Toggle the display of party members distance from your character on there quick marker.","Attiva o disattiva la visualizzazione della tua distanza dei membri del gruppo sui marcatori rapidi","Alterna la visualización de la distancia de los miembros del grupo a tu personaje en su marcador rápido.","Basculez l'affichage de la distance des membres du groupe par rapport à votre personnage sur leur marqueur rapide.","在其快速標記上切換顯示隊員與您的角色的距離。","Toggle the display of party members distance from your character on there quick marker.","Toggle the display of party members distance from your character on there quick marker.","在快速标记上切换聚会成员与您角色的距离显示。",
"STR_EXPANSION_SETTINGS_PARTY_QUICK_MARKER_NAME","NAMES ON QUICK MARKERS","NAMES ON QUICK MARKERS","JMÉNA NA RYCHLÝCH ZNAČKÁCH SKUPINY","ZEIGE SCHNELLMARKER-NAMEN","ИМЕНА В БЫСТРЫХ МЕТКАХ","NAMES ON QUICK MARKERS","NAMES ON QUICK MARKERS","NOMI SU MARCATORI RAPIDI","NOMBRES EN MARCADORES RAPIDOS","NOMS SUR LES MARQUEURS RAPIDES","快速標記名稱","NAMES ON QUICK MARKERS","NAMES ON QUICK MARKERS","快速标记上的名称",
"STR_EXPANSION_SETTINGS_PARTY_QUICK_MARKER_NAME_DESC","Toggle the display of group members names on their quick marker.","Toggle the display of group members names on their quick marker.","Přepnout zobrazení jmen členů skupiny na jejich rychlé značce.","Schaltet die Anzeige der Namen der Gruppenmitglieder auf den Schnellmarkern um.","Вкл/Выкл отображение имен членов группы на быстрой метке.","Toggle the display of party members names on there quick marker.","Toggle the display of party members names on there quick marker.","Attiva o disattiva la visualizzazione dei nomi dei compagni sui loro marcatori","Alternar la visualización de los nombres de los miembros del grupo en su marcador rápido.","Bascule l'affichage des noms des membres du groupe sur leur marqueur rapide.","在其快速標記上切換顯示隊員的名稱。","Toggle the display of party members names on there quick marker.","Toggle the display of party members names on there quick marker.","在该快速标记上切换聚会成员姓名的显示。",
"STR_EXPANSION_SETTINGS_PLAYERARROW_COLOR","PLAYER ARROW COLOR","PLAYER ARROW COLOR","BARVA IKONY HRÁČE","FARBE DES SPIELERPFEILS","ЦВЕТ СТРЕЛКИ ИГРОКА","PLAYER ARROW COLOR","PLAYER ARROW COLOR","COLORE FRECIA GIOCATORE","PLAYER ARROW COLOR","COULEUR FLÈCHE DU JOUEUR","玩家箭頭顏色","PLAYER ARROW COLOR","PLAYER ARROW COLOR","玩家箭头颜色",
"STR_EXPANSION_SETTINGS_PLAYERARROW_COLOR_DESC","Color of the player arrow on the map.","Color of the player arrow on the map.","Barva ikony hráče na mapě.","Farbe des Spielerpfeils auf der Karte.","Цвет стрелки игрока на карте.","Color of the player arrow on the map.","Color of the player arrow on the map.","Colore della freccia del giocatore sulla mappa","Color of the player arrow on the map.","Couleur de la flèche du joueur sur la carte.","地圖上玩家箭頭的顏色。","Color of the player arrow on the map.","Color of the player arrow on the map.","地图上玩家箭头的颜色。",
"STR_EXPANSION_SETTINGS_P_MAXINPARTY","Max. Party Size","Max. Party Size","Max. Velikost Skupiny","Max. Gruppen-Größe","Размер группы","Max. Party Size","Max. Party Size","Dimensione del Gruppo","Tamaño de grupo.","Taille de groupe","最大隊伍大小","Max. Party Size","Max. Party Size","党的大小",
"STR_EXPANSION_SETTINGS_P_MAXINPARTY_DESC","Maximum players allowed in a Party","Maximum players allowed in a Party","Maximální povolený počet hráčů ve skupině.","Maximale Spieleranzahl in einer Gruppe","Максимальное количество игроков в группе","Maximum players allowed in a Party","Maximum players allowed in a Party","Massimo dei giocatori ammessi in un gruppo","Cantidad maxima de miembros en un grupo.","Nombre maximum de joueurs autorisés dans un groupe","隊伍中允許的最大玩家數量","Maximum players allowed in a Party","Maximum players allowed in a Party","参加派对的玩家人数上限",
"STR_EXPANSION_SETTINGS_P_USEWHOLEMAPFORINVITELIST","Can invite anywhere","Can invite anywhere","Lze pozvat kdekoli","Kann überall einladen","Можно пригласить кого угодно","Can invite anywhere","Can invite anywhere","Invito da dovunque","Invitar desde cualquier lugar","Peut inviter n'importe où","可在任何地方邀請","Can invite anywhere","Can invite anywhere","可以邀请任何地方",
"STR_EXPANSION_SETTINGS_P_USEWHOLEMAPFORINVITELIST_DESC","You can invite anyone regardless of their distance","You can invite anyone regardless of their distance","Můžeš pozvat kohokoli bez ohledu na vzdálenost.","Du kannst jeden einladen, egal wie weit diese entfernt sind.","Вы можете пригласить любого игрока, независимо от его расстояния","You can invite anyone regardless of their distance","You can invite anyone regardless of their distance","Permette di invitare chiunque indipendentemente dalla distanza","Poder invitar a cualquier jugador desde cualquier lugar del mapa.","Vous pouvez inviter n'importe qui, quelle que soit sa distance","您可以邀請任何人，而不管他們的距離。","You can invite anyone regardless of their distance","You can invite anyone regardless of their distance","您可以邀请任何人，无论他们的距离多远",
"STR_EXPANSION_SETTINGS_STREAMER_MODE","MISC SETTINGS","MISC SETTINGS","STREAMEROVSKÉ NASTAVENÍ","SONSTIGE EINSTELLUNGEN","ПРОЧИЕ НАСТРОЙКИ","POZOSTAŁE USTAWIENIA","MISC SETTINGS","IMPOSTAZIONI VARIE","OTRAS CONFIGURACIONES","OPTIONS DIVERSES","其他設置","配信モード","OPÇÕES DIVERSAS","杂项设定",
"STR_EXPANSION_SETTINGS_STREAMER_MODE_OPTION","STREAMER MODE","STREAMER MODE","STREAMEROVSKÝ MÓD","STREAMER-MODUS","РЕЖИМ СТРИМЕРА","TRYB STREAMERA","STREAMER MODE","MODALITA' STREAMER","MODO STREAMER","MODE STREAMEUR","主播模式","配信モード設定","MODO STREAMER","隐私模式",
"STR_EXPANSION_SETTINGS_STREAMER_MODE_OPTION_DESC","Enables the streamer mode that will allow you to hide several inputs that you dont want to be shown to the public (e.g. server info).","Enables the streamer mode that will allow you to hide several inputs that you dont want to be shown to the public (e.g. server info).","Streamer mód skryje určité prvky v uživatelském rozhraní, které by mohly prozradit server.","Ermöglicht es dir den Streamer-Modus einzuschalten, um gewisse Information der Öffentlichkeit nicht anzuzeigen (z.B. Serverinfos).","Вкл/Выкл режим стримера, что позволяет скрыть определённые вещи, которые вы не хотите показывать.","Włącza tryb streamera, który pozwoli ci na ukrycie kilku elementów, których nie chcesz pokazywać publiczności.","Enables the streamer mode that will allow you to hide several inputs that you dont want to be shown to the public.","Abilita la modalità Streamer, che ti permette di nascondere diversi input vuoi non far vedere ad altri.","Habilita el modo streamer que te permite esconder entradas que no quieres que el publico vea.","Active le mode streameur qui te permettera de cacher des informations dont tu ne veux pas qu'elles soient montrées en public.","啟用主播模式，可隱藏您不希望向公眾顯示的多個輸入。","配信中に視聴者に見られては困る暗証番号など、その他諸々を隠すための設定です","Ativa o modo de stream que permite ocultar várias entradas que você não deseja que sejam exibidas ao público.","开启隐私模式，可以向用户隐藏一些你不希望显示的输入。",
"STR_EXPANSION_SETTINGS_STREAMER_MODE_SHOW_PIN_CODE","SHOW PINCODES","SHOW PINCODES","ZOBRAZIT KÓDY PIN","PINCODES ANZEIGEN","ПОКАЗАТЬ PIN-КОДЫ","POKAŻ KODY","SHOW PINCODES","MOSTRA PIN","Mostrar codigos PIN","AFFICHER LES CODES PIN","顯示密碼","SHOW PINCODES","MOSTRAR SENHAS","显示PIN码",
"STR_EXPANSION_SETTINGS_STREAMER_MODE_SHOW_PIN_CODE_DESC","Toggles the display of pincodes in game and replaces the real characters with star characters.","Toggles the display of pincodes in game and replaces the real characters with star characters.","Přepnout zobrazení kódů PIN (nahradí za *).","Schaltet die Anzeige von Pincodes im Spiel um und ersetzt die echten Zeichen durch Sternzeichen.","Вкл/Выкл отображение PIN-кодов в игре и заменяет на звёзды.","Przełącza wyświetlanie kodów PIN w grze i zastępuje prawdziwe postacie gwiazdami.","Toggles the display of pincodes in game and replaces the real characters with star characters.","Abilita / Disabilita la visualizzazione dei PIN ingame, all'occorrenza nascondendoli e mostrando asterischi anzichè ciò che digiti","Alterna la visualización de códigos PIN en el juego y reemplaza los personajes reales con personajes estrella.","Bascule l'affichage des codes pin en jeu et remplace les vrai caractères par des étoiles.","切換遊戲中顯示密碼的顯示，並用星號字符替換實際字符。","Toggles the display of pincodes in game and replaces the real characters with star characters.","Alterna a exibição de códigos PIN no jogo e os substitui por estrelas.","在游戏中切换pincodes的显示，并用星形字符替换真实字符。",
"STR_EXPANSION_SILVER_BAR","Silver Bar","Silver Bar","Stříbrný prut","Silberbarren","Серебрянный слиток","Sztabka Srebra","Silver Bar","Lingotto di Argento","Lingote de plata","Lingot d'argent","銀條","銀の延棒","Barra de Prata","银条",
"STR_EXPANSION_SILVER_BAR_DESC","A silver bar, also called silver bullion or a silver ingot, is a quantity of refined metallic silver of any shape that is made by a bar producer meeting standard conditions of manufacture, labeling, and record keeping. Larger silver bars that are produced by pouring the molten metal into molds are called ingots.","A silver bar, also called silver bullion or a silver ingot, is a quantity of refined metallic silver of any shape that is made by a bar producer meeting standard conditions of manufacture, labeling, and record keeping. Larger silver bars that are produced by pouring the molten metal into molds are called ingots.","Stříbrný prut, také nazývaný stříbrný prut nebo stříbrný ingot, je množství rafinovaného kovového stříbra jakéhokoli tvaru, které vyrábí výrobce prutů splňující standardní podmínky výroby, označování a vedení záznamů. Větší stříbrné tyče, které se vyrábějí nalitím roztaveného kovu do forem, se nazývají ingoty.","Ein Silberbarren ist eine Anhäufung von raffiniertem Silber, welche in einen Barren geschmolzen wurden.","Представляет собой некое количество чистого серебра определённой формы с маркировкой. Производится путём заливки расплавленного металла.","Sztabka Srebra to ilość rafinowanego metalicznego srebra o dowolnym kształcie, wytwarzana przez producenta sztabki spełniającego standardowe warunki produkcji, etykietowania i prowadzenia dokumentacji. Większe sztabki srebra wytwarzane przez wlewanie stopionego metalu do form nazywane są wlewkami.","A silver bar, also called silver bullion or a silver ingot, is a quantity of refined metallic silver of any shape that is made by a bar producer meeting standard conditions of manufacture, labeling, and record keeping. Larger silver bars that are produced by pouring the molten metal into molds are called ingots.","Un lingotto d' argento, è una quantità definita di argento metallico raffinato di qualsiasi forma, fabbricato rispettando degli standard di condizione di manifattura, timbratura e registrazione","Una barra de plata es una cantidad de plata metálica de cualquier forma refinado en una barra por un productor que cumple con condiciones estándar de manufactura, etiquetado y mantenimiento de registros. Las barras de plata más grandes que se producen vertiendo el metal fundido en moldes se llaman lingotes.","Un lingot d’argent est un bloc d’argent métallique raffiné de n’importe quelle forme (pièce de monnaie, barre) produit par un fabricant respectant des normes de fabrication, d’étiquetage et de suivi administratif. Les lingots les plus gros sont obtenus en faisant couler de l’argent fondu dans un moule. Les plus petits sont souvent obtenus par estampage ou matriçage à partir de feuilles d’argent roulées.","銀條，也稱為銀錠或銀塊，是一定量的精煉金屬銀，可以是任何形狀，由符合標準製造、標記和記錄條件的銀條生產商生產。將熔融金屬倒入模具製成的較大銀條被稱為錠銀。","銀の延棒はブイヨン、インゴットなどの名前を持つ場合があり、精製された銀を規定の量で延棒の形に生成されます。解かされたものを形に流し込み生成されますが、大型のものをインゴットと呼びます。","Uma barra de prata, também denominada lingote de prata ou lingote de prata, é uma quantidade de prata metálica refinada de qualquer formato fabricada por um produtor de barra que atende às condições padrão de fabricação, rotulagem e manutenção de registros. As barras de prata maiores que são produzidas derramando o metal fundido nos moldes são chamadas de lingotes.","银块是天然的银块。 GMJ中有大量的银。玩家通过砂矿开采可回收块金，但也可在含银矿脉或矿脉风化的残余矿床中发现。在以往采矿作业的尾矿堆中也发现了金块，特别是那些由采银挖泥船留下的。",
"STR_EXPANSION_SILVER_NUGGET","Silver Nugget","Silver Nugget","Stříbrná nugetka","Silbernugget","Серебрянный самородок","Samorodek Srebra","Silver Nugget","Pepita d'Argento","Pepita de plata","Pépite d'argent","銀塊","銀のナゲット","Pepita de Prata","银块",
"STR_EXPANSION_SILVER_NUGGET_DESC","A silver nugget is a naturally occurring piece of native silver. Watercourses often concentrate nuggets and finer silver in placers. Nuggets are recovered by placer mining, but they are also found in residual deposits where the silver-bearing veins or lodes are weathered. Nuggets are also found in the tailings piles of previous mining operations, especially those left by silver mining dredges.","A silver nugget is a naturally occurring piece of native silver. Watercourses often concentrate nuggets and finer silver in placers. Nuggets are recovered by placer mining, but they are also found in residual deposits where the silver-bearing veins or lodes are weathered. Nuggets are also found in the tailings piles of previous mining operations, especially those left by silver mining dredges.","Stříbrný nugget je přirozeně se vyskytující kousek nativního stříbra.","Ein Silbernugget ist ein natürliches Vorkommen von reinem Silber. Flussbette konzentrieren nuggets und feineres Seilber in Lagern. Nuggets werden bei Tagebau erzeugt, aber werden auch in Restelagern gefunden. Nuggets können auch in stillgelegten Minen gefunden werden.","Природный кусок натурального серебра. Можно найти в водотоках и в более мелком виде. Самородки так же могут быть обнаружены в остаточных месторождениях.","Samorodki Srebra to naturalnie występujące kawałki rodzimego srebra. Cieki wodne często koncentrują samorodki srebra oraz drobniejszę srebro w placerach. Samorodki są wydobyte przez kopanie placerów, ale są również znajdywane w osadach resztkowych gdzie żyły srebra są zwietrzałe. Samorodki są również znalezione w stosach odpadów z porzednich akcji wydobywczych, szczególnie tych pozostawionych przez dragi wydobywające srebro.","A silver nugget is a naturally occurring piece of native silver. Watercourses often concentrate nuggets and finer silver in placers. Nuggets are recovered by placer mining, but they are also found in residual deposits where the silver-bearing veins or lodes are weathered. Nuggets are also found in the tailings piles of previous mining operations, especially those left by silver mining dredges.","Una pepita d' argento è un pezzo d'argento ritrovabile in Natura. Solitamente nei corsi d'acqua si trovano delle piccole pepite, o nei canali alluvionali. Le Pepite si trovano minando in queste aree, ma anche in depositi con vene o filoni residuali. Spesso possono trovarsi anche nelle rimanenze di precedenti escavazioni, specialmente dove si estraeva argento appunto.","Una pepita de plata es una pieza de plata nativa que se produce naturalmente. Los flujos de agua suelen concentrar pepitas y platas finos en placeres. Las pepitas se recuperan mediante la minería de placeres, pero también se encuentran en depósitos residuales donde las vetas con plata están desgastadas. Las pepitas también son halladas en las pilas de relaves de operaciones mineras anteriores, especialmente las abandonadas por dragas mineras de plata.","Une pépite d’argent est un morceau d’or qui se trouve à l’état natif dans la nature, ou bien transformé par le courant des cours d'eau.","銀塊是天然生成的銀塊。水道通常會在沖積層中聚集銀塊和更細的銀。銀塊通常是通過沖積礦業回收的，但它們也被發現在殘留的沉積物中，那裡的含銀脈或礦層受到風化。銀塊也常見於以前的採礦作業留下的尾礦堆中，尤其是銀礦挖泥船所留下的。","銀のナゲットは天然の状態の金の粒です。水脈辺りはより大きな粒を笊などを使用して発見できる場合があります。ナゲットは蓄積させる道具を使用して集めることもできますが、鉱脈や古い鉱山などでも発見できます。","Uma pepita de prata é uma peça natural de prata nativa. Os cursos de água geralmente concentram pepitas e prata mais fina nos placers. As pepitas são recuperadas pela mineração de placers, mas também são encontradas em depósitos residuais, onde as veias ou filas de prata são resistidas. As pepitas também são encontradas nas pilhas de rejeitos de operações de mineração anteriores, especialmente aquelas deixadas pelas dragas de mineração de prata.","银块是天然存在的天然银块。水道通常在砂矿中集中金块和更细的银。矿块是通过砂矿开采回收的，但它们也存在于含银矿脉或矿脉被风化的残余矿床中。在以前采矿作业的尾矿堆中也发现了金块，尤其是银矿挖泥机留下的那些。",
"STR_EXPANSION_SPRAYCAN_BASE_DESC","Aerosol spraypaint. Contents under pressure!","Aerosol spraypaint. Contents under pressure!","Aerosolový sprej. Obsah pod tlakem!","Aerosol-Farbsprühdose. Inhalt steht unter Druck!","Аэрозольная краска. Содержимое под давлением!","Aerosol spraypaint. Contents under pressure!","Aerosol spraypaint. Contents under pressure!","Bomboletta con Vernice spray! Contenuto pressurizzato!","Aerosol spraypaint. Contents under pressure!","Peinture en aérosol. Contenu sous pression!","壓力罐噴漆。內容物壓力極高！","Aerosol spraypaint. Contents under pressure!","Aerosol spraypaint. Contents under pressure!","气溶胶喷漆。内容受到压力！",
"STR_EXPANSION_SPRAYCAN_BASE_NAME","Spray can BASE","Spray can BASE","Sprej BASE","Spray can BASE","Баллончик с распылителем ОСНОВА","Spray can BASE","Spray can BASE","Bomboletta Spray BASE","Spray can BASE","Bombe de peinture","噴漆罐基礎款","Spray can BASE","Spray can BASE","喷雾罐 BASE",
"STR_EXPANSION_SPRAYCAN_BLACK_NAME","Spray can - Black","Spray can - Black","Sprej - Černá","Sprühflasche - Schwarz","Баллончик с краской - Чёрный","Spray - Czarny","Spray can - Black","Bomboletta Spray - Nera","Lata de pintura - Negro","Bombe de peinture - Noir","噴漆罐 - 黑色","スプレー缶・Black","Tintura - Preto","喷雾罐 - 黑色",
"STR_EXPANSION_SPRAYCAN_BLUE_NAME","Spray can - Blue","Spray can - Blue","Sprej - Modrá","Sprühflasche - Blau","Баллончик с краской - Синий","Spray - Niebieski","Spray can - Blue","Bomboletta Spray - Blu","Lata de pintura - Azul","Bombe de peinture - Bleu","噴漆罐 - 藍色","スプレー缶・Blue","Tintura - Azul","喷雾罐 - 蓝色",
"STR_EXPANSION_SPRAYCAN_GREEN_NAME","Spray can - Green","Spray can - Green","Sprej - Zelená","Sprühflasche - Grün","Баллончик с краской - Зелёный","Spray - Zielony","Spray can - Green","Bomboletta Spray - Verde","Lata de pintura - Verde","Bombe de peinture - Vert","噴漆罐 - 綠色","スプレー缶・Green","Tintura - Verde","喷雾罐 - 绿色",
"STR_EXPANSION_SPRAYCAN_GREY_NAME","Spray can - Gray","Spray can - Gray","Sprej - Šedá","Sprühflasche - Grau","Баллончик с краской - Серый","Spray - Szary","Spray can - Gray","Bomboletta Spray - Grigia","Lata de pintura - Gris","Bombe de peinture - Gris","噴漆罐 - 灰色","スプレー缶・Gray","Tintura - Cinza","喷雾罐 - 灰色",
