"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"STR_EXPANSION_METALBEAM_SMALL_DESC","NOT READY - DO NOT TRANSLATE","NOT READY - DO NOT TRANSLATE","NOT READY - DO NOT TRANSLATE","NOT READY - DO NOT TRANSLATE","NOT READY - DO NOT TRANSLATE","NOT READY - DO NOT TRANSLATE","NOT READY - DO NOT TRANSLATE","NOT READY - DO NOT TRANSLATE","NOT READY - DO NOT TRANSLATE","NOT READY - DO NOT TRANSLATE","尚未就緒 - 請勿翻譯","NOT READY - DO NOT TRANSLATE","NOT READY - DO NOT TRANSLATE","未准备好 - 不要翻译",
"STR_EXPANSION_MINI_SAFE","Mini Safe","Mini Safe","Malý Trezor","Kleiner Tresor","Мини-сейф","Mały Sejf","Kis széf","Cassaforte Piccola","Caja fuerte pequeña","Coffre-fort petit","迷你保險櫃","小型金庫","Cofre Pequeno","基本安全",
"STR_EXPANSION_NOBUILD_ZONE_ITEM_DISALLOWED","This item cannot be placed in this no build zone.","This item cannot be placed in this no build zone.","Tento předmět nelze umístit do této oblasti bez stavebního povolení.","Dieser Gegenstand kann nicht in dieser Bauverbotszone platziert werden.","Этот предмет не может быть помещен в эту зону запрета строительства.","This item cannot be placed in this no build zone.","This item cannot be placed in this no build zone.","L'oggetto non può essere collocato in questa zona non-edificabile!","Este objeto no se puede colocar en esta zona de construcción prohibida","Cet objet ne peut pas être placé dans cette zone sans construction.","這個物品不能放置在這個禁建區域內。","This item cannot be placed in this no build zone.","This item cannot be placed in this no build zone.","此项目不能放置在此无构建区域中。",
"STR_EXPANSION_NOBUILD_ZONE_TITLE","No Build Zone %1","No Build Zone %1","Ochranná bezstavěbní zóna %1","Bauverbotszone %1","Зона без строительства %1","No Build Zone %1","No Build Zone %1","Zona non-edificabile %1","Prohibido construir en esta zona %1","Aucune zone de construction %1","禁建區域 %1","No Build Zone %1","No Build Zone %1","没有生成区域 %1",
"STR_EXPANSION_OPEN_LOCKED_CONTAINER","Open locked container","Open locked container","Otevřít zamčený kontejner","Abgeschlossenen Behälter öffnen","Открытый закрытый контейнер","Open locked container","Open locked container","Apri contenitore chiuso","Open locked container","Ouvrir le conteneur verrouillé","打開鎖定的容器","Open locked container","Open locked container","打开上锁的容器",
"STR_EXPANSION_OPEN_LOCKED_DOOR","Open locked door","Open locked door","Otevřít zamčené dveře","Abgeschlossene Tür öffnen","Открыть запертую дверь","Open locked door","Open locked door","Apri porta bloccata","Abrir puerta con llave","Ouvrir la porte verrouillée","打開鎖定的門","Open locked door","Open locked door","打开锁着的门",
"STR_EXPANSION_OPEN_LOCKED_GATE","Open locked gate","Open locked gate","Otevřít zamčenou bránu","Abgeschlossenes Tor öffnen","Открыть запертые ворота","Open locked gate","Open locked gate","Apri cancello bloccato","Abrir porton con llave","Ouvrir la porte verrouillée","打開鎖定的大門","Open locked gate","Open locked gate","打开上锁的大门",
"STR_EXPANSION_OPEN_LOCKED_SAFE","Open locked safe","Open locked safe","Otevřít zamčený trezor","Abgeschlossenen Tresor öffnen","Открыть запертый сейф","Open locked safe","Open locked safe","Apri cassaforte Bloccata","Abrir caja fuerte","Ouvrir le coffre verrouillé","打開鎖定的保險箱","Open locked safe","Open locked safe","打开上锁的保险箱",
"STR_EXPANSION_OPEN_LOCKED_TENT","Open locked tent","Open locked tent","Otevřít zamčený stan","Abgeschlossenes Zelt öffnen","Открыть запертую палатку","Open locked tent","Open locked tent","Apri tenda bloccata","Abrir tienda cerrada","Ouvrez la tente verrouillée","打開鎖定的帳篷","Open locked tent","Open locked tent","打开上锁的帐篷",
"STR_EXPANSION_SAFE","Safe","Safe","Trezor","Tresor","Сейф","Sejf","Széf","Cassaforte","Caja fuerte","Coffre-fort","保險箱","金庫","Cofre","安全",
"STR_EXPANSION_SAFE_DESC","A safe is a secure lockable box used for securing valuable objects against theft or damage.","A safe is a secure lockable box used for securing valuable objects against theft or damage.","Trezor je zamykatelný kontejner, sloužící k uchování důležitých itemů","Ein Tresor bietet den wohl besten Schutz seiner wichtigen Gegenstände. Durch das Intigrierte Zahlenschloss lässt sich das Maximum an Sicherheit rausholen. Aber auch ein Zahlenschloss schützt nicht vor Sprengstoff.","Сейф - это надежный запираемый ящик, используемый для защиты ценных предметов от кражи или повреждения.","Sejf to bezpieczne zamykane pudełko służące do zabezpieczenia cennych przedmiotów przed kradzieżą lub uszkodzeniem.","A safe is a secure lockable box used for securing valuable objects against theft or damage.","Una cassaforte è una scatola chiudibile e blindata utilizzata per conservare e proteggere oggetti di valore da furti o urti.","Una caja fuerter es un recipiente que protegerá todo aquello que este dentro, tambien esta protegido con combinación","Un coffre-fort est une boîte verrouillable sécurisée utilisée pour sécuriser des objets précieux contre le vol ou les dommages.","保險箱是一種安全的可鎖箱，用於將貴重物品安全保管，以防盜竊或損壞。","A safe is a secure lockable box used for securing valuable objects against theft or damage.","Um cofre é uma caixa com fechadura segura usada para proteger objetos valiosos contra roubo ou dano.","保险箱是一个安全的可上锁的盒子，用于保护贵重物品不被盗窃或损坏。",
"STR_EXPANSION_SATCHEL_EXPLOSIVE","Satchel Charge","Satchel Charge","Výbušnina","Rucksackladung","Заряд взрывчатки","Satchel Charge","Satchel Charge","Carica Satchel","Carga de Mochila","Charge de sacoche","肩背炸藥包","Satchel Charge","Satchel Charge","公文包",
"STR_EXPANSION_SATCHEL_EXPLOSIVE_DESC","A satchel charge is a demolition device, primarily intended for combat, whose primary components are a charge of dynamite or a more potent explosive such as C4 plastic explosive, a carrying device functionally similar to a satchel or messenger bag, and a triggering mechanism; the term covers both improvised and formally designed devices.","A satchel charge is a demolition device, primarily intended for combat, whose primary components are a charge of dynamite or a more potent explosive such as C4 plastic explosive, a carrying device functionally similar to a satchel or messenger bag, and a triggering mechanism; the term covers both improvised and formally designed devices.","Demoliční nálož, tvořená hlavně z dynamitu či silnějších exploziv.","Eine Rucksackladung ist eine Abbruchvorrichtung, die hauptsächlich für den Kampf bestimmt ist und deren Hauptbestandteile eine Ladung Dynamit oder ein stärkerer Sprengstoff wie ein C4-Kunststoffsprengstoff, eine Tragevorrichtung, die einer Rucksack- oder Umhängetasche funktionell ähnlich ist, und ein Auslösemechanismus sind. Der Begriff umfasst sowohl improvisierte als auch formal gestaltete Geräte.","Военное взрывное устройство, основным компонентом которого является динамит или более мощное вещество, такое как C4 - переносное устройство с взрывным механизмом, внешне похожее на ранец или сумку. Этот термин охватывает как импровизированные так и формально изготовленные устройства.","A satchel charge is a demolition device, primarily intended for combat, whose primary components are a charge of dynamite or a more potent explosive such as C4 plastic explosive, a carrying device functionally similar to a satchel or messenger bag, and a triggering mechanism; the term covers both improvised and formally designed devices.","A satchel charge is a demolition device, primarily intended for combat, whose primary components are a charge of dynamite or a more potent explosive such as C4 plastic explosive, a carrying device functionally similar to a satchel or messenger bag, and a triggering mechanism; the term covers both improvised and formally designed devices.","Una Carica Satchel è un dispositivo di demolizione, primariamente utilizzato per i combattimenti, i cui componenti principali sono una carica di Dinamite (o esplosivi più forti, come il C4 al Plastico), un dispositivo di trasporto funzionalmente simile ad una sacchetta o zainetto, ed un innesco. Il termine indica sia quelli improvvisati che quelli prodotti in serie.","Una carga de mochila es un dispositivo de demolición, principalmente destinado al combate, cuyos componentes principales son una carga de dinamita o un explosivo más potente como el explosivo plástico C4, un dispositivo de transporte funcionalmente similar a una mochila o bolsa de mensajero, y un mecanismo de disparo; el término cubre dispositivos improvisados ​​y diseñados formalmente.","Une charge en sacoche est un dispositif de démolition, principalement destiné au combat, dont les principaux composants sont une charge de dynamite ou un explosif plus puissant tel qu'un explosif plastique C4, un dispositif de transport fonctionnellement similaire à une sacoche ou un sac de messager, et un mécanisme de déclenchement; le terme couvre à la fois les dispositifs improvisés et formellement conçus.","肩背炸藥包是一種爆破裝置，主要用於戰鬥，其主要組成部分是一個炸藥或者更強效的炸藥（如C4塑料炸藥）的充電，一個功能類似於肩背包或信差包的攜帶裝置，以及一個觸發機制；該術語涵蓋了自製和正式設計的裝置。","A satchel charge is a demolition device, primarily intended for combat, whose primary components are a charge of dynamite or a more potent explosive such as C4 plastic explosive, a carrying device functionally similar to a satchel or messenger bag, and a triggering mechanism; the term covers both improvised and formally designed devices.","A satchel charge is a demolition device, primarily intended for combat, whose primary components are a charge of dynamite or a more potent explosive such as C4 plastic explosive, a carrying device functionally similar to a satchel or messenger bag, and a triggering mechanism; the term covers both improvised and formally designed devices.","挎包炸药是一种主要用于战斗的拆卸装置，其主要成分是炸药或更强力的炸药，例如C4塑料炸药，功能类似于挎包或信使袋的运载工具以及触发装置； 该术语涵盖简易设备和正式设计的设备。",
"STR_EXPANSION_SETTINGS_BB_CANCRAFTEXPANSIONBASEBUILDING","Expansion Base-building","Expansion Base-building","Rozšíření základního stavění","Expansion Basenbau","Expansion строительство","Expansion Base-building","Expansion Base-building","Base Building di Expansion","Construccion Expansion","Basebuilding de Expansion","Expansion 基礎建築","Expansion Base-building","Expansion Base-building","Expansion 基本基地建设",
"STR_EXPANSION_SETTINGS_BB_CANCRAFTEXPANSIONBASEBUILDING_DESC","Allow crafting of expansion base-building items.","Allow crafting of expansion base-building items.","Povolit vytváření položek pro rozšíření základního stavění.","Erlaube das Bauen von Expansion-Basenteilen.","Доступ к созданию Expansion базовых предметов.","Allow crafting of expansion base-building items.","Allow crafting of expansion base-building items.","Permette la costruzione con le meccaniche avanzate di Expansion Mod","Permite el crafteo de elementos de construccion de Expansion","Permet de fabriquer d'objets de Basebuilding de Expansion.","允許製作擴展基礎建築物品。","Allow crafting of expansion base-building items.","Allow crafting of expansion base-building items.","允许扩展基础建设项目的编制。",
"STR_EXPANSION_SETTINGS_BB_CANCRAFTVANILLABASEBUILDING","Vanilla Base-building","Vanilla Base-building","Stavění základny ve vanilla režimu","Vanilla Basenbau","Ванильное строительство","Vanilla Base-building","Vanilla Base-building","Base Building Vanilla","Construccion Vanilla","Basebuilding Vanilla","原生基礎建築","Vanilla Base-building","Vanilla Base-building","Vanilla 基本基地建设",
"STR_EXPANSION_SETTINGS_BB_CANCRAFTVANILLABASEBUILDING_DESC","Allow crafting of vanilla base-building items.","Allow crafting of vanilla base-building items.","Povolit vytváření položek pro základní stavění ve vanilla režimu.","Erlaubt das Bauen von Vanilla-Basenteilen.","Доступ к созданию ванильных базовых предметов.","Allow crafting of vanilla base-building items.","Allow crafting of vanilla base-building items.","Permette la costruzione con le meccaniche vanilla","Permite el crafteo de elementos de construccion Vanilla","Permet de fabriquer d'objets de Basebuilding Vanilla.","允許製作原生基礎建築物品。","Allow crafting of vanilla base-building items.","Allow crafting of vanilla base-building items.","允许制作香草基础建筑物品。",
"STR_EXPANSION_SETTINGS_BB_CANRAIDSAFES","Raiding Safes","Raiding Safes","Rozbití trezorů","Safes knacken","Рейд сейфов","Raiding Safes","Raiding Safes","Raid di Casseforti","Raid Cajas Fuertes","Destuction des coffres forts","突襲保險箱","Raiding Safes","Raiding Safes","突击保险柜",
"STR_EXPANSION_SETTINGS_BB_CANRAIDSAFES_DESC","Allow raiding safes items.","Allow raiding safes items.","Povolit rozbití trezorů.","Erlaube, Safes zu knacken.","Разрешить рейд сейфов.","Allow raiding safes items.","Allow raiding safes items.","Permette di raidare le casseforti","Habilita el raid de Cajas Fuertes","Autoriser les objets de coffre-fort à être endomagé pour réveler leurs contenu.","允許突襲保險箱物品。","Allow raiding safes items.","Allow raiding safes items.","允许突击保险箱物品。",
"STR_EXPANSION_SETTINGS_BB_EXPLOSIONDAMAGEMULTIPLIER","Explosion Damage Multiplier","Explosion Damage Multiplier","Násobitel poškození explozí","Explosions-Schaden-Multiplikator","Множитель урона от взрыва","Explosion Damage Multiplier","Explosion Damage Multiplier","Moltiplicatore danni da esplosione","Multiplicador de daño de Explosivos.","Multiplicateur de dégâts d'explosion","爆炸傷害乘數","Explosion Damage Multiplier","Explosion Damage Multiplier","爆炸伤害倍数",
"STR_EXPANSION_SETTINGS_BB_EXPLOSIONDAMAGEMULTIPLIER_DESC","Multiply the damage value of explosions","Multiply the damage value of explosions","Násobitel hodnoty poškození explozí.","Multipliziert den Schaden durch Explosionen an Basenbau-Elementen.","Умножьте значение урона от взрывов","Multiply the damage value of explosions","Multiply the damage value of explosions","Il valore del moltiplicatore dei danni da Esplosione","Multiplica el daño de los explosivos.","Multiplie la valeur des dégâts des explosions","增加爆炸傷害的數值","Multiply the damage value of explosions","Multiply the damage value of explosions","乘以爆炸的伤害值",
"STR_EXPANSION_SETTINGS_BB_EXPLOSIONTIME","Time before explosion","Time before explosion","Čas před explozí","Zeit bis zur Explosion","Время до взрыва","Time before explosion","Time before explosion","Tempo prima dell'esplosione","Tiempo antes de la explosión","Temps avant l'explosion","爆炸前時間","Time before explosion","Time before explosion","爆炸前的时间",
"STR_EXPANSION_SETTINGS_BB_EXPLOSIONTIME_DESC","Defined time before explosives go off.","Defined time before explosives go off.","Stanovený čas před výbuchem výbušnin.","Vorgegebene Zeit bis zur Explosion.","Определенное время до взрыва взрывчатки.","Defined time before explosives go off.","Defined time before explosives go off.","Definisce il tempo prima che una carica esploda","Define el tiempo antes de que estallen los explosivos.","Temps défini avant le déclenchement des explosifs.","定義爆炸物爆炸前的時間。","Defined time before explosives go off.","Defined time before explosives go off.","炸药放出之前规定的时间。",
"STR_EXPANSION_SETTINGS_BB_PROJECTILEDAMAGEMULTIPLIER","Projectile Damage Multiplier","Projectile Damage Multiplier","Násobitel poškození projektilů","Projektil-Schaden-Multiplikator","Множитель урона от снаряда","Projectile Damage Multiplier","Projectile Damage Multiplier","Moltiplicatore danni da proiettile","Multiplicador de daño de Proyectiles.","Multiplicateur de dégâts de projectile","彈藥傷害乘數","Projectile Damage Multiplier","Projectile Damage Multiplier","弹丸伤害倍增",
"STR_EXPANSION_SETTINGS_BB_PROJECTILEDAMAGEMULTIPLIER_DESC","Multiply the damage value of projectiles (bullets)","Multiply the damage value of projectiles (bullets)","Násobitel hodnoty poškození projektilů (střelby).","Multipliziert den Schaden durch Projektile auf Basenbau-Elemente.","Умножьте значение урона снарядов (пули)","Multiply the damage value of projectiles (bullets)","Multiply the damage value of projectiles (bullets)","Il valore del moltiplicatore dei danni da proiettile","Multiplica el daño de proyectiles (balas)","Multiplie la valeur des dégâts des projectiles (balles)","增加彈藥（子彈）傷害的數值。","Multiply the damage value of projectiles (bullets)","Multiply the damage value of projectiles (bullets)","乘以弹丸（子弹）的伤害值",
"STR_EXPANSION_SETTINGS_BB_SAFE_EXPLOSIONDAMAGEMULTIPLIER","Safe Explosion Damage Multiplier","Safe Explosion Damage Multiplier","Násobitel poškození exploze trezoru","Safe Explosions-Schaden-Multiplikator","Множитель безопасного от взрыва","Safe Explosion Damage Multiplier","Safe Explosion Damage Multiplier","Moltiplicatore Danni Casseforti","Multiplicador de daño explosivo a cajas fuertes","Multiplicateur dégâts d'explosion Coffre Fort","保險箱爆炸傷害乘數","Safe Explosion Damage Multiplier","Safe Explosion Damage Multiplier","安全爆炸伤害倍数",
"STR_EXPANSION_SETTINGS_BB_SAFE_EXPLOSIONDAMAGEMULTIPLIER_DESC","Multiply the damage value of explosions on safes","Multiply the damage value of explosions on safes","Násobitel hodnoty poškození explozí na trezorech.","Multipliziert den Schadenswert für Explosionen an Safes.","Умножьте урон от взрывов по сейфам","Multiply the damage value of explosions on safes","Multiply the damage value of explosions on safes","Il valore del moltiplicatore dei danni ricevuti dalle casseforti","Multiplica el daño explosivo a cajas fuertes","Multiplie la valeur des dégâts des explosions sur les Coffre Fort","增加保險箱爆炸傷害的數值。","Multiply the damage value of explosions on safes","Multiply the damage value of explosions on safes","将爆炸的伤害值乘以保险柜",
"STR_EXPANSION_SETTINGS_BB_SAFE_PROJECTILEDAMAGEMULTIPLIER","Safe Projectile Damage Multiplier","Safe Projectile Damage Multiplier","Násobitel poškození projektilů trezoru","Safe Projektil-Schaden-Multiplikator","Множитель безопасного урона от пули","Safe Projectile Damage Multiplier","Safe Projectile Damage Multiplier","Moltiplicatore Danni da Proiettile alle casseforti","Multiplicador de daño de proyectiles a cajas fuertes","Multiplicateur dégâts de projectile Coffre Fort","保險箱彈藥傷害乘數","Safe Projectile Damage Multiplier","Safe Projectile Damage Multiplier","安全弹丸伤害倍增器",
"STR_EXPANSION_SETTINGS_BB_SAFE_PROJECTILEDAMAGEMULTIPLIER_DESC","Multiply the damage value of projectiles (bullets) on safes","Multiply the damage value of projectiles (bullets) on safes","Násobitel hodnoty poškození projektilů (střelby) na trezorech.","Multipliziert den Schadenswert für Projektile auf Safes.","Умножьте урон от снарядов (пуль) по сейфам","Multiply the damage value of projectiles (bullets) on safes","Multiply the damage value of projectiles (bullets) on safes","Il valore del moltiplicatore dei danni da proiettile ricevuti dalle casseforti","Multiplica el daño de proyectiles (balas) a cajas fuertes","Multiplie la valeur des dégâts des projectiles (balles) sur les Coffre Fort","增加保險箱彈藥（子彈）傷害的數值。","Multiply the damage value of projectiles (bullets) on safes","Multiply the damage value of projectiles (bullets) on safes","将弹丸（子弹）的伤害值乘以保险柜",
"STR_EXPANSION_SETTINGS_T_TERRITORYSIZE","Territory size","Territory size","Velikost území","Territoriumsgröße","Размер территории","Territory size","Territory size","Dimensione Territorio","Tamaño del territorio.","Taille du territoire","領土大小","Territory size","Territory size","区域大小",
"STR_EXPANSION_SETTINGS_T_TERRITORYSIZE_DESC","The size of a territory","The size of a territory","Velikost území.","Die Größe eines Territoriums.","Площадь территории","The size of a territory","The size of a territory","Standard della dimensione di un territorio","El tamaño de un territorio.","La taille d'un territoire","領土的大小","The size of a territory","The size of a territory","领土面积",
"STR_EXPANSION_SNAPPING_DISABLED","You have disabled snapping","You have disabled snapping","Zakázal/a jsi přichytávání","Du hast Snapping deaktiviert.","Вы отключили прилипание","You have disabled snapping","You have disabled snapping","Hai disabilitato lo snapping","Has desactivado Snapping","Vous avez désactivé l'accrochage","您已禁用捕捉功能","You have disabled snapping","You have disabled snapping","您已禁用捕捉",
"STR_EXPANSION_SNAPPING_ENABLED","You have enabled snapping","You have enabled snapping","Povolil/a jsi přichytávání","Du hast Snapping aktiviert.","Вы включили прилипание","You have enabled snapping","You have enabled snapping","Hai abilitato lo snapping","Has activado Snapping","Vous avez activé l'accrochage","您已啟用捕捉功能","You have enabled snapping","You have enabled snapping","您已启用捕捉",
"STR_EXPANSION_SNAPPING_TITLE","Snapping Toggle","Snapping Toggle","Přepnout přichytávání","Snapping","Переключатель прилипания","Snapping Toggle","Snapping Toggle","Attiva/Disattiva Snapping","Activar Snapping","Bascule d'accrochage","捕捉切換","Snapping Toggle","Snapping Toggle","捕捉切换",
"STR_EXPANSION_TERRITORY_ALREADY_MEMBER","Player %1 is already a member of this territory!","Player %1 is already a member of this territory!","%1 je již členem území.","Spieler %1 ist bereits Mitglied dieses Territoriums!","Игрок %1 уже член этой территории!","Gracz %1 jest już członiek tego terytorium!","%1 már tagja ennek a területnek.","Il giocatore %1 è già membro di questo territorio","El jugador %1 ya es miembro de este territorio","%1 est déjà un membre de ce territoire !","玩家 %1 已經是這個領土的成員了！","Player %1 is already a member of this territory!","O jogador %1 já é membro deste território!","玩家 %1 已经是领地中的玩家。",
"STR_EXPANSION_TERRITORY_CANT_DEMOTE","You can't demote this player further!","You can't demote this player further!","Nemůžete sesadit %1 z funkce!","Du kannst diesen Spieler nicht weiter degradieren!","Вы не можете понизить этого игрока!","Nie możesz zdegradować tego gracza!","Nem tudod lefokozni ezt a játékost!","Non puoi degradare questo giocatore","No puedes despromocionarte a este jugador","Tu ne peux plus rétrograder ce membre !","您無法進一步降級此玩家！","あなたはこのプレーヤーを降格させる事ができません","Você não pode rebaixar este jogador.","你不能降低整个玩家的权限！",
"STR_EXPANSION_TERRITORY_CANT_DEMOTE_SELF","You can't demote yourself further!","You can't demote yourself further!","Nemůžete sesadit sám sebe!","Du kannst dich nicht weiter degradieren!","Вы не можете понизить себя!","Nie możesz zdegradować samego siebie!","Nem tudod lefokozni saját magad!","Non puoi degradare te stesso!","No puedes despromocionarte a ti mismo","Tu ne peux pas te rétrograder toi même !","您不能進一步降級自己！","自分自身を降格させる事はできません","Você não pode se rebaixar.","你不能降低你自己的权限！",
"STR_EXPANSION_TERRITORY_CANT_KICK_MODERATOR","You can't kick the moderator %1 out of this territory as a moderator!","You can't kick the moderator %1 out of this territory as a moderator!","Nemůžete vyhodit moderátora %1 z tohoto území jako moderátor.","Du kannst keinen Moderator kicken!","Вы не можете исключить модератора %1 из этой территории будучи модератором!","Nie możesz wyrzucić moderatora %1 z tego terytorium jako moderator!","Nem tudod kirúgni a %1 moderátort a területről","Non puoi cacciare il moderatore %1 da questo territorio, in quanto moderatore!","No puedes expulsar al moderador %1 de este territorio","Tu ne peux pas exclure le modérateur %1 de ce territoire en temps que modérateur.","作為版主，您無法將版主 %1 踢出此領土！","You can't kick the moderator %1 out of this territory as a moderator!","Você não pode expulsar o moderador %1 deste território como moderador!","你不能将本领地的版主 %1 踢出领地.",
"STR_EXPANSION_TERRITORY_CANT_KICK_SELF","You can't kick yourself out of a territory as a owner!","You can't kick yourself out of a territory as a owner!","Nemůžete vyhodit sám sebe jako vlastníka území!","Du kannst dich nicht aus dem Territorium entfernen, da du der Besitzer bist!","Как владелец, вы не можете изгнать себя с территории.","Nie możesz wyrzucić samego siebie, jako właściciel terytorium.","Nem tudod kirúgni magad tulajdonosként!","Non puoi cacciarti da solo dal territorio, in quanto proprietario!","No te puedes expulsar del territorio del que eres dueño!","Tu ne peux pas t'exclure toi même d'un territoire en temps que propriétaire du territoire !","作為擁有者，您不能將自己踢出領土！","テリトリー主は自分のテリトリーから自分をキックできません","Você não pode se expulsar do território como líder.","作为拥有者你不能从领地中踢出自己！",
"STR_EXPANSION_TERRITORY_CANT_PROMOTE","You can't promote this player further!","You can't promote this player further!","Nemůžete povýšit tohoto hráče!","Du kannst diesen Spieler nicht weiter befördern!","Вы не можете повысить этого игрока ещё раз!","Nie możesz awansować tego gracza na wyższy stopień!","Már nem tudod feljebb fokozni a játékost!","Non puoi più promuovere questo giocatore!","No puedes mas a este jugador!","Tu ne peux plus promouvoir ce membre !","您無法進一步提升此玩家！","これ以上このプレーヤーを昇格させられません","Você não pode promover este jogador.","你不能在提高这个玩家的权限了！",
"STR_EXPANSION_TERRITORY_CANT_PROMOTE_SELF","You can't promote yourself further!","You can't promote yourself further!","Nemůžete povýšit sám sebe!","Du kannst dich nicht weiter befördern!","Вы не можете повысить себя ещё раз!","Nie możesz awansować siebie na wyższy stopień!","Nem tudod tovább fokozni magad!","Non puoi promuoverti ancora!","No te puedes ascender mas!","Tu ne peux pas te promouvoir toi même !","您不能進一步提升自己！","これ以上自分を昇格させられません","Você não pode se promover.","你已经不能再提高自己的权限了！",
"STR_EXPANSION_TERRITORY_CREATED","You have successfully created the territory %1.","You have successfully created the territory %1.","Úspěšně jste vytvořili území %1.","Du hast erfolgreich das Territorium %1 gegründet!","Вы успешно создали территорию %1.","Pomyślnie utworzyłeś terytorium %1.","Sikeresen létrehoztad a %1 területet","Hai creato il territorio con successo %1.","Has creado de manera exitosa el territorio %1.","Vous avez créé avec succès le territoire %1.","您已成功創建了領土 %1。","You have successfully created the territory %1.","Você criu um território com sucesso %1.","你已经成功创造了领地 %1.",
"STR_EXPANSION_TERRITORY_DELETED","You have successfully deleted the territory %1.","You have successfully deleted the territory %1.","Území %1 bylo úspěšně smazáno.","Du hast erfolgreich das Territorium %1 gelöscht.","Вы успешно удалили территорию %1.","Pomyślnie usunąłeś terytorium %1.","Sikeresen törölted a területet %1","Hai cancellato il territorio con successo %1","Has eliminado el territorio %1.","Tu as supprimé le territoire %1 avec succès !","您已成功刪除了領土 %1。","You have successfully deleted the territory %1.","Você excluiu o território %1 com sucesso.","你已成功的删除了领土 %1.",
"STR_EXPANSION_TERRITORY_DELETE_NORIGHTS","You have no rights to delete the territory %1.","You have no rights to delete the territory %1.","Nemáte právo smazat území %1.","Du hast keine Rechte, um das Territorium %1 zu löschen!","У вас нет прав на удаление территории %1.","You have no rights to delete the territory %1.","Nincs jogosultságod a %1 terület törlésére.","Non hai i permessi per cancellare il territorio %1.","No tienes los permisos para borrar el territorio %1.","Vous n'avez aucun droit de supprimer le territoire %1.","您無權刪除領土 %1。","You have no rights to delete the territory %1.","You have no rights to delete the territory %1.","您无权删除该领地 %1.",
"STR_EXPANSION_TERRITORY_ENEMY_TERRITORY","You can not place or remove this object in another player's territory!","You can not place or remove this object in another player's territory!","Tento objekt nemůžete umístit nebo odebrat v území jiného hráče!","Du kannst diesen Gegenstand nicht im Territorium eines anderen Spielers platzieren oder entfernen!","Вы не можете разместить или убрать этот объект на территории другого игрока!","You can not place or remove this object in another player's territory!","You can not place or remove this object in another player's territory!","Non puoi posizionare o rimuovere questo oggetto nel territorio di un altro giocatore!","¡No puedes poner este objeto en otro territorio!","Vous ne pouvez pas placer cet objet sur le territoire d'un autre joueur!","您不能在其他玩家的領土中放置或移除此物件！","You can not place or remove this object in another player's territory!","You can not place or remove this object in another player's territory!","您不能将此对象放置在其他玩家的领土上！",
"STR_EXPANSION_TERRITORY_ENEMY_TERRITORY_NEAR","You cannot place this object near another player's territory!","You cannot place this object near another player's territory!","Tento objekt nemůžete umístit blízko území jiného hráče!","Du kannst diesen Gegenstand nicht in der Nähe des Territoriums eines anderen Spielers platzieren!","Вы не можете разместить этот объект рядом с территорией другого игрока!","You cannot place this object near another player's territory!","You cannot place this object near another player's territory!","Non puoi posizionare questo oggetto vicino al territorio di un altro giocatore!","No puedes poner este objecto en el territorio de otro jugador!","Vous ne pouvez pas placer cet objet près du territoire d'un autre joueur !","您不能將此物件放置在其他玩家的領土附近！","You cannot place this object near another player's territory!","You cannot place this object near another player's territory!","您不能将此物体放置在其他玩家的领土附近！",
"STR_EXPANSION_TERRITORY_ENTER_TERRITORY","You have entered the territory %1.","You have entered the territory %1.","Vstoupil/a jsi do %1.","Du hast das Territorium %1 betreten.","Вы вошли на территорию %1.","Wkroczyłeś na terytorium %1.","%1 Beléptél a területre.","Sei entrato nel territorio %1","Has entrado el territorio %1","Tu es entré sur le territoire %1.","你已進入領土 %1。","You have entered the territory %1.","Você entrou no território %1","你已经进入领地 %1 .",
"STR_EXPANSION_TERRITORY_ERROR_INVITED","Player has been already invited into this territory!","Player has been already invited into this territory!","Hráč již byl pozván do tohoto území!","Dieser Spieler wurder bereits in dieses Territorium eingelanden!","Игрок уже приглашен в эту территорию!","Player has been already invited into this territory!","Player has been already invited into this territory!","Il giocatore è già stato invitato in questo territorio!","El jugador ya ha sido invitado al territorio!","Le joueur a déjà été invité à ce territoire !","這名玩家已經被邀請進入此領土！","Player has been already invited into this territory!","Player has been already invited into this territory!","玩家已被邀请进入此区域！",
"STR_EXPANSION_TERRITORY_ERROR_INVITED_COOLDOWN","Territory invite is on cooldown! Wait %1.","Territory invite is on cooldown! Wait %1.","Territory invite is on cooldown! Wait %1.","Territorium-Einladungen sind im Cooldown! Warte %1.","Territory invite is on cooldown! Wait %1.","Territory invite is on cooldown! Wait %1.","Territory invite is on cooldown! Wait %1.","Territory invite is on cooldown! Wait %1.","Territory invite is on cooldown! Wait %1.","Territory invite is on cooldown! Wait %1.","Territory invite is on cooldown! Wait %1.","Territory invite is on cooldown! Wait %1.","Territory invite is on cooldown! Wait %1.","Territory invite is on cooldown! Wait %1.",
